标题,播放次数,评论人数,时长,收藏人数,发布时间,视频截图,视频播放地址
中国交通事故合集20170105：每天10分钟最新的国内外事故实例，助你提高安全意识。,66960,228,10:54,147,2017-01-06 08:48:21,//i2.hdslb.com/bfs/archive/c5eb5d6a3adf6b8d55d9c15a682ef744c104dc6a.jpg,https://www.bilibili.com/video/av7872061
"中国路怒合集2019（七） : 打赢坐牢, 打输住院!",236020,1324,09:03,832,2019-06-15 13:43:55,//i1.hdslb.com/bfs/archive/c78b3b57717ad257573933031f4514fa67701da3.jpg,https://www.bilibili.com/video/av55643853
中国交通事故20190102：每天最新的车祸实例，助你提高安全意识,210726,284,09:00,275,2019-01-03 11:30:50,//i1.hdslb.com/bfs/archive/ca092e2a25ff156ac8a4edd7e721379d7832c093.jpg,https://www.bilibili.com/video/av39777918
交通事故合集20180704：每天10分钟国内车祸实例，助你提高安全意识。,81962,491,10:28,200,2018-07-05 10:00:51,//i1.hdslb.com/bfs/archive/bc10c49f75f5ae89e01cdc68d6e84a92f09c8d46.jpg,https://www.bilibili.com/video/av26170307
交通事故合集20180917：每天10分钟国内车祸实例，助你提高安全意识。,97162,415,10:33,137,2018-09-18 09:30:03,//i2.hdslb.com/bfs/archive/a5bea1506d17d20f781e88b8174acb9f1900d7db.jpg,https://www.bilibili.com/video/av31940910
交通事故合集20181208：每天10分钟国内车祸实例，助你提高安全意识。,108894,264,08:51,180,2018-12-09 09:30:06,//i2.hdslb.com/bfs/archive/a7697051ee1fe0048f20f047a4f23e65942cc808.jpg,https://www.bilibili.com/video/av37736858
中国交通事故合集20170130：每天10分钟最新的国内外事故实例，助你提高安全意识。,87647,721,11:14,158,2017-02-02 11:59:31,//i0.hdslb.com/bfs/archive/5337c9e0340d5f48ebb279cf592506cbb3caf469.jpg,https://www.bilibili.com/video/av8348816
国外车祸合集20171030：疯狂驾驶与汽车碰撞的交通事故,69364,327,03:02,85,2017-11-02 21:04:39,//i2.hdslb.com/bfs/archive/0f66803d641335c3670470052a22b5ebd79e689d.jpg,https://www.bilibili.com/video/av15955976
交通事故合集20180330：每天10分钟国内车祸实例，助你提高安全意识。,80955,859,11:26,222,2018-03-31 08:50:49,//i2.hdslb.com/bfs/archive/2c7a4bb7fe2ae213206cbef51005f4e8d5c26ce6.jpg,https://www.bilibili.com/video/av21438999
交通事故合集20180329：每天10分钟国内车祸实例，助你提高安全意识。,74488,395,12:17,175,2018-03-30 10:21:53,//i0.hdslb.com/bfs/archive/7cfe39c424c0c6eeda803b6ecdc5673a1bb47da6.jpg,https://www.bilibili.com/video/av21397534
交通事故合集20180328：每天10分钟国内车祸实例，助你提高安全意识。,67496,391,11:36,106,2018-03-29 10:08:31,//i1.hdslb.com/bfs/archive/0cf47761968563eb5efd7e33d0df1c24be510b6e.jpg,https://www.bilibili.com/video/av21357665
交通事故合集20180327：每天10分钟国内车祸实例，助你提高安全意识。,70051,743,12:23,289,2018-03-28 10:23:18,//i2.hdslb.com/bfs/archive/f0135159d82b3ebf96739d47bbdf1e8b025a9ebb.jpg,https://www.bilibili.com/video/av21320936
中国交通事故合集20170311：每天10分钟最新的国内事故实例，助你提高安全意识。,74535,403,11:19,120,2017-03-12 13:38:24,//i1.hdslb.com/bfs/archive/3dff5ed65687783abbc2c767fc92cd21b54cc94c.jpg,https://www.bilibili.com/video/av9116686
交通事故合集20180825：每天10分钟国内车祸实例，助你提高安全意识。,77682,416,10:23,85,2018-08-26 09:30:22,//i0.hdslb.com/bfs/archive/9d910558c840ca8f09467baadc1ce5baa20186be.jpg,https://www.bilibili.com/video/av30315460
中国交通事故合集20170519：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,113960,818,11:40,219,2017-05-20 12:35:00,//i0.hdslb.com/bfs/archive/3e5e01ceaef617782e8a0c0ff11c452e500b20b0.jpg,https://www.bilibili.com/video/av10687637
交通事故合集20180225：每天10分钟最新国内车祸实例，助你提高安全意识。,79413,288,11:30,112,2018-02-26 07:07:22,//i0.hdslb.com/bfs/archive/0a4407a872717ac09632c05127fefe6a24fbe20c.jpg,https://www.bilibili.com/video/av20075531
2018第二季碰瓷合集：拙劣的表演,188574,852,05:33,544,2018-07-30 18:20:56,//i2.hdslb.com/bfs/archive/26d14f47293de3e7f7a0336e7c294695bc7b45eb.jpg,https://www.bilibili.com/video/av28097718
中国交通事故20190306：每天最新的车祸实例，助你提高安全意识,134816,392,09:01,250,2019-03-07 11:55:31,//i1.hdslb.com/bfs/archive/59b5a629bfb2120c0b174f978764a11a7e66c0cf.jpg,https://www.bilibili.com/video/av45546101
交通事故合集20181009：每天10分钟国内车祸实例，助你提高安全意识。,79442,328,10:29,113,2018-10-10 09:30:53,//i2.hdslb.com/bfs/archive/4df2fc7ace8519729e3e34c27cd8592c9a995daf.jpg,https://www.bilibili.com/video/av33514981
交通事故合集20180525：每天10分钟国内车祸实例，助你提高安全意识。,73195,347,10:21,156,2018-05-26 12:35:36,//i0.hdslb.com/bfs/archive/9524be5999154c9db670eb62c20d62e6418afbea.jpg,https://www.bilibili.com/video/av23943726
交通事故合集20180524：每天10分钟国内车祸实例，助你提高安全意识。,81351,441,10:50,157,2018-05-25 10:14:26,//i0.hdslb.com/bfs/archive/ee4f17c0528e818bc4d488bb2d28a93dcbb9c6d6.jpg,https://www.bilibili.com/video/av23894346
交通事故：车技太逊2019(二),282084,443,04:18,826,2019-02-03 09:30:29,//i2.hdslb.com/bfs/archive/a6399773cb880584605e7806610a23ce71dbf443.jpg,https://www.bilibili.com/video/av42477226
中国交通事故合集20170104：每天10分钟最新的国内外事故实例，助你提高安全意识。,70201,170,11:26,197,2017-01-05 15:11:43,//i2.hdslb.com/bfs/archive/4d8e9726a2cd88cf429c63d3e0a6a587f1c5c2ca.jpg,https://www.bilibili.com/video/av7862183
中国交通事故20190613：每天最新的车祸实例，助你提高安全意识,166634,1174,09:37,599,2019-06-14 12:50:51,//i0.hdslb.com/bfs/archive/ea85e5f750aa2c75b08e23b7d4f8c340ed1c8558.jpg,https://www.bilibili.com/video/av55529563
中国交通事故20190101：每天最新的车祸实例，助你提高安全意识。,120848,373,09:50,264,2019-01-02 11:30:19,//i1.hdslb.com/bfs/archive/3e5563e1824d556634cf757dbcd073e7fe1e1eb0.jpg,https://www.bilibili.com/video/av39696744
交通事故合集20180703：每天10分钟国内车祸实例，助你提高安全意识。,74088,347,10:27,83,2018-07-04 10:00:52,//i0.hdslb.com/bfs/archive/835fff693b026c4fa4fe3258936802d4534517a7.jpg,https://www.bilibili.com/video/av26109299
台风“山竹”所到之处一地“鸡毛”,102384,393,03:09,305,2018-09-17 12:00:30,//i0.hdslb.com/bfs/archive/8c34911d8b127d5e76d7bdce5f888ebe8cbb3cf5.jpg,https://www.bilibili.com/video/av31891676
交通事故合集20180916：每天10分钟国内车祸实例，助你提高安全意识。,78639,265,10:40,100,2018-09-17 09:30:16,//i2.hdslb.com/bfs/archive/84cf151268f2c81cc829651775e9c8ca86357035.jpg,https://www.bilibili.com/video/av31881922
中国交通事故合集20170128：每天10分钟最新的国内外事故实例，助你提高安全意识。,119131,665,11:16,385,2017-01-30 12:08:47,//i2.hdslb.com/bfs/archive/84c10accde932534b9e8924e70fa664d833ed20f.jpg,https://www.bilibili.com/video/av8295242
中国交通事故合集201711：每天10分钟最新的国内车祸实例，助你提高安全意识。,63613,399,10:46,126,2017-11-02 12:00:29,//i1.hdslb.com/bfs/archive/c3b8b61b904e8a67d0ffa72facfd15de09f86a0a.jpg,https://www.bilibili.com/video/av15942600
交通事故合集20180424：每天10分钟国内车祸实例，助你提高安全意识。,79166,302,10:57,117,2018-04-25 10:38:59,//i0.hdslb.com/bfs/archive/81282108f5247eb1f00f4dcc9bcb3a9037d78bc0.jpg,https://www.bilibili.com/video/av22543483
中国交通事故合集20170726：每天10分钟最新的国内车祸实例，助你提高安全意识。,88714,559,10:41,101,2017-07-27 15:39:26,//i1.hdslb.com/bfs/archive/eded5e461daa05678d80bf2069f66b7602c8a8bb.jpg,https://www.bilibili.com/video/av12635100
中国交通事故合集20170829：每天10分钟最新的国内车祸实例，助你提高安全意识。,89453,538,11:40,119,2017-08-30 12:29:35,//i2.hdslb.com/bfs/archive/447d0e3dcc7a92fc294f7c35be3041c380e2830f.jpg,https://www.bilibili.com/video/av13980504
中国交通事故合集20170828：每天10分钟最新的国内车祸实例，助你提高安全意识。,85812,625,10:37,136,2017-08-29 12:02:36,//i0.hdslb.com/bfs/archive/d08da4ffe57720610e187de20269e5c3d6cc974d.jpg,https://www.bilibili.com/video/av13941212
交通事故合集20180326：每天10分钟国内车祸实例，助你提高安全意识。,64302,486,11:36,110,2018-03-27 09:58:16,//i1.hdslb.com/bfs/archive/424036bcebd5b9d4a1021b22cf7f196e525b343f.jpg,https://www.bilibili.com/video/av21283604
交通事故合集20180325：每天10分钟国内车祸实例，助你提高安全意识。,59840,419,10:37,95,2018-03-26 10:15:27,//i0.hdslb.com/bfs/archive/82b8014ecf914ae99640cad5eacc99192e3fe5fe.jpg,https://www.bilibili.com/video/av21246063
中国交通事故合集20170518：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,100193,1022,12:36,161,2017-05-19 11:50:50,//i2.hdslb.com/bfs/archive/fa846b0dd9d3ce3b072ccd8413e22e66bfaa35eb.jpg,https://www.bilibili.com/video/av10661173
交通事故合集20180224：每天10分钟最新国内车祸实例，助你提高安全意识。,63153,297,10:50,73,2018-02-25 04:12:02,//i2.hdslb.com/bfs/archive/9eea9fad7db17cbc4759b0da468b2f0a5b6f58c0.jpg,https://www.bilibili.com/video/av20019720
中国交通事故合集20180223：每天10分钟最新国内车祸实例，助你提高安全意识。,61571,278,11:15,103,2018-02-24 17:40:49,//i2.hdslb.com/bfs/archive/2350ae1a5a568fc505c47fc0f85e6845c098a541.jpg,https://www.bilibili.com/video/av19995915
交通事故合集20180729：每天10分钟国内车祸实例，助你提高安全意识。,96400,372,10:32,128,2018-07-30 09:30:03,//i2.hdslb.com/bfs/archive/85b5f450714fc3c4ad7c108a12280ec162795170.jpg,https://www.bilibili.com/video/av28049717
交通事故合集20181008：每天10分钟国内车祸实例，助你提高安全意识。,81788,406,10:21,125,2018-10-09 09:30:09,//i1.hdslb.com/bfs/archive/ad3380faa31b1f8d7bf9e1b493ae89e361fe503d.jpg,https://www.bilibili.com/video/av33448711
二次元大方,134909,913,04:45,1524,2018-10-08 15:43:11,//i2.hdslb.com/bfs/archive/e081bc7a3e7f49d8a1e2e3342403cdd4646eb459.jpg,https://www.bilibili.com/video/av33408255
交通事故合集20181007：每天10分钟国内车祸实例，助你提高安全意识。,86946,395,10:26,113,2018-10-08 09:30:53,//i2.hdslb.com/bfs/archive/fd30aa642ae52ed04a0f411c34bf74a127756f4a.jpg,https://www.bilibili.com/video/av33380885
交通事故合集20181006：每天10分钟国内车祸实例，助你提高安全意识。,83490,326,10:17,135,2018-10-07 09:30:25,//i2.hdslb.com/bfs/archive/fa4beb8fea8fc1d201e29766ecac027ba916af65.jpg,https://www.bilibili.com/video/av33298795
中国交通事故20190201：每天最新的车祸实例，助你提高安全意识,169739,412,07:09,200,2019-02-02 13:40:52,//i2.hdslb.com/bfs/archive/31b5741bb8a40d32ea57b4770b90b9955647060a.jpg,https://www.bilibili.com/video/av42395971
中国交通事故20190612：每天最新的车祸实例，助你提高安全意识,140283,859,08:39,322,2019-06-13 12:10:20,//i2.hdslb.com/bfs/archive/6a6271b0ea85c2d16a4d957825d894bebadaf355.jpg,https://www.bilibili.com/video/av55408491
中国斑马线上的温馨一幕和感人瞬间,53900,685,02:44,760,2018-12-31 17:55:05,//i0.hdslb.com/bfs/archive/d9a223150fac60585926f7c92bd690ddd917181c.jpg,https://www.bilibili.com/video/av39521048
交通事故合集20180702：每天10分钟国内车祸实例，助你提高安全意识。,81633,373,10:08,164,2018-07-03 10:00:07,//i1.hdslb.com/bfs/archive/d02bc43bedad79c204d19fdf4655ada602eb123c.jpg,https://www.bilibili.com/video/av26033744
交通事故合集20180701：每天10分钟国内车祸实例，助你提高安全意识。,85298,511,10:33,215,2018-07-02 10:00:46,//i2.hdslb.com/bfs/archive/c2646ea5e4d9f5c09b0b4c8217bc6ecdb3464ace.jpg,https://www.bilibili.com/video/av25977905
交通事故合集2018120707：每天10分钟车祸实例，助你提高安全意识,76156,330,07:28,123,2018-12-08 09:30:59,//i2.hdslb.com/bfs/archive/00e994df4db629f1f48e395d3807217600dc7274.jpg,https://www.bilibili.com/video/av37647398
中国交通事故合集20170127：每天10分钟最新的国内外事故实例，助你提高安全意识。,98726,534,10:28,205,2017-01-29 14:53:47,//i1.hdslb.com/bfs/archive/e54367218f1e000535e02300da8434cb69e7b5b5.jpg,https://www.bilibili.com/video/av8282065
中国交通事故合集20171031：每天10分钟最新的国内车祸实例，助你提高安全意识。,75268,330,10:53,112,2017-11-01 11:30:01,//i2.hdslb.com/bfs/archive/b98060e6364e7256ef9f7ee8e9038394babbe20a.jpg,https://www.bilibili.com/video/av15915062
中国交通事故合集20171030：每天10分钟最新的国内车祸实例，助你提高安全意识。,67132,412,10:39,146,2017-10-31 12:32:20,//i0.hdslb.com/bfs/archive/a1eab92e9aa2aec539e33ce2d7f77e12bad922a6.jpg,https://www.bilibili.com/video/av15888080
中国交通事故合集20170725：每天10分钟最新的国内车祸实例，助你提高安全意识。,100150,1036,10:12,99,2017-07-26 13:54:52,//i1.hdslb.com/bfs/archive/4ec9df0cb5baaa243dc619e2cfbdb865b29a0ea4.jpg,https://www.bilibili.com/video/av12599120
中国交通事故合集20170310：每天10分钟最新的国内事故实例，助你提高安全意识。,100061,609,10:47,223,2017-03-11 12:50:50,//i0.hdslb.com/bfs/archive/fa7f586686ec25b13de3d89c45aa394dabd0bfc3.jpg,https://www.bilibili.com/video/av9090759
中国交通事故合集20170309：每天10分钟最新的国内事故实例，助你提高安全意识。,74991,658,11:42,147,2017-03-10 11:21:58,//i1.hdslb.com/bfs/archive/b6c689160c0e20d2a189c712f6405b4cea4f6f6f.jpg,https://www.bilibili.com/video/av9068810
中国交通事故合集20170827：每天10分钟最新的国内车祸实例，助你提高安全意识。,89604,577,11:17,105,2017-08-28 11:50:30,//i0.hdslb.com/bfs/archive/a71811de59e4f422369512358873ff2f5b1aa84c.jpg,https://www.bilibili.com/video/av13899874
交通事故合集20180324：每天10分钟国内车祸实例，助你提高安全意识。,66826,381,10:52,82,2018-03-25 13:45:35,//i0.hdslb.com/bfs/archive/c88545cd6b02c748c6eceffbc30bc01789b05c99.jpg,https://www.bilibili.com/video/av21202007
中国交通事故合集20170517：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,96542,705,12:13,86,2017-05-18 11:56:05,//i1.hdslb.com/bfs/archive/1af74deaf1be20902dc2aad4f957b589e1caea28.jpg,https://www.bilibili.com/video/av10639184
中国交通事故合集20170516：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,90155,816,11:05,155,2017-05-17 11:32:08,//i2.hdslb.com/bfs/archive/d668d9748d8710ad5064cde13ca9a10f371331a7.jpg,https://www.bilibili.com/video/av10618795
中国交通事故20190305：每天最新的车祸实例，助你提高安全意识,128030,613,07:20,179,2019-03-06 09:30:10,//i0.hdslb.com/bfs/archive/a5288b7bc9747c72fb1007c09f4196943d0893cb.jpg,https://www.bilibili.com/video/av45468347
交通事故合集20180728：每天10分钟国内车祸实例，助你提高安全意识。,80294,463,10:10,114,2018-07-29 09:30:06,//i0.hdslb.com/bfs/archive/077e238267dd41d6efb76e3724f45d1c17e2b6c3.jpg,https://www.bilibili.com/video/av27966341
交通事故合集20180523：每天10分钟国内车祸实例，助你提高安全意识。,76736,405,10:41,231,2018-05-24 10:40:51,//i0.hdslb.com/bfs/archive/0a20e986f347ba55fad569ba9330420ebdb505ac.jpg,https://www.bilibili.com/video/av23851476
中国交通事故合集20170622：每天10分钟最新的国内车祸实例，助你提高安全意识@交通事故video,96648,592,10:54,91,2017-06-23 12:05:01,//i1.hdslb.com/bfs/archive/8ce6dd6c4f4db8db3faff2ed3952716355f93468.jpg,https://www.bilibili.com/video/av11550492
交通事故合集20181005：每天10分钟国内车祸实例，助你提高安全意识。,218721,870,10:22,553,2018-10-06 09:30:30,//i2.hdslb.com/bfs/archive/db3e93454fdcd9f9d68c9ec4d37564d686706cc4.jpg,https://www.bilibili.com/video/av33212166
中国交通事故合集20170103：每天10分钟最新的国内外事故实例，助你提高安全意识。,70396,221,10:33,143,2017-01-04 08:54:53,//i0.hdslb.com/bfs/archive/222f4f67c9f5a873f3854f2cf5d6da71d5619747.jpg,https://www.bilibili.com/video/av7844353
中国交通事故20190131：每天最新的车祸实例，助你提高安全意识,147657,352,07:50,173,2019-02-01 10:40:23,//i2.hdslb.com/bfs/archive/a199f726e92462596489c4994a9e9ec3a06a44eb.jpg,https://www.bilibili.com/video/av42282679
轮胎：主人，我要离开你！,141149,492,03:53,690,2019-06-12 14:22:41,//i1.hdslb.com/bfs/archive/8f442841aabd27b3e37c4052803142df2b8245fd.jpg,https://www.bilibili.com/video/av55346572
中国交通事故20181230：每天最新的车祸实例，助你提高安全意识。,120701,345,08:01,240,2018-12-31 10:00:41,//i1.hdslb.com/bfs/archive/94554433eaac16a2d31253c8b20d2077f33b4f3e.jpg,https://www.bilibili.com/video/av39476380
台风“山竹”来临，极端天气，注意安全，不要外出！,125895,710,03:59,388,2018-09-16 15:37:42,//i1.hdslb.com/bfs/archive/1ff7d8318ef9ef7fb68aec6b2a7e0bcaa1d3ba5e.jpg,https://www.bilibili.com/video/av31845193
交通事故合集20180629：每天10分钟国内车祸实例，助你提高安全意识。,97110,581,10:18,147,2018-06-30 00:28:54,//i2.hdslb.com/bfs/archive/301226e0893c18a4ef74e26d45dc7161b51fc248.jpg,https://www.bilibili.com/video/av25837188
交通事故合集20181206：每天10分钟国内车祸实例，助你提高安全意识。,87385,325,07:24,150,2018-12-07 09:30:00,//i1.hdslb.com/bfs/archive/82cd7e9fd5e3d5e2ab9e64528e66b4b84197b519.jpg,https://www.bilibili.com/video/av37577375
